frame,x,y,label
17781,285.9526,24.544436,1
7233,75.19914,226.99814,0
16908,288.8635,181.55327,1
5420,270.78568,119.30541,1
8553,126.48893,215.6861,0
16499,192.18143,174.02782,0
6719,264.58636,240.8731,1
18167,158.33942,49.28009,0
11705,283.17435,111.16113,1
10458,14.330548,96.78719,1
1729,68.99438,6.221673,1
12448,196.18257,255.98653,0
1755,66.94372,78.152504,0
10599,44.309605,207.83199,1
10218,126.574745,244.10574,0
2210,146.1982,273.45084,1
17178,120.74769,99.6796,1
10542,175.79628,160.0413,0
1142,196.2751,155.33835,1
14204,275.56955,120.517845,0
2210,125.272285,118.134186,0
4018,120.02683,213.28041,1
7693,51.71434,212.62822,0
16697,47.236332,43.454777,1
201,16.638323,252.40318,1
5937,144.73235,249.42705,0
1873,173.84027,26.095053,1
12038,15.463499,101.43579,1
13836,16.059137,181.12337,1
11709,30.421574,268.43732,1
3300,245.40376,82.98112,0
14209,179.75778,276.72046,1
17016,31.693396,242.8319,1
12227,172.42802,130.58545,0
17757,284.7217,180.87267,0
16050,40.412117,151.25621,1
4267,159.28023,17.112518,1
10292,278.8597,156.68152,0
10213,43.88714,124.01496,1
1745,275.93372,66.18251,1
15372,129.49231,285.15677,1
16412,281.32678,292.2594,1
18465,153.23846,263.39105,0
1054,86.57787,55.801945,0
2214,111.35081,239.70091,0
11595,15.948623,181.93428,1
557,230.4073,160.98808,1
885,9.11111,204.33112,1
1512,258.40686,236.4614,1
4710,102.65704,156.86197,0
1348,260.92798,181.2496,0
3822,9.440524,273.81018,0
14892,247.75296,8.297776,1
10921,120.41291,61.15523,0
5653,65.88101,206.38695,0
3410,62.868805,264.7617,1
16628,179.25598,110.19392,1
7334,64.34808,113.81891,0
7074,68.20515,217.9454,1
6994,51.503876,175.82562,0
14376,114.63135,278.25146,1
10892,191.94484,91.38201,1
11432,150.8056,135.05003,1
16991,125.92675,238.34708,1
10089,31.821892,253.4195,0
390,89.26227,73.14591,0
13294,233.63274,234.18802,1
19724,76.61277,279.72372,1
1729,95.187775,116.59291,0
2752,112.26216,55.547966,0
4650,78.985275,170.24443,0
1117,54.428944,64.75542,1
11845,272.40448,8.485182,0
11085,249.28223,119.93291,1
16942,111.500656,235.62108,1
15097,51.219166,70.69952,0
5165,195.85028,277.59702,1
3446,258.262,206.47066,1
18207,179.61478,220.54549,0
12256,199.29718,142.41438,1
4929,284.78638,254.94133,1
13390,255.39905,177.85739,0
6735,70.564896,99.71168,1
4922,8.613003,227.7248,0
15385,226.53598,18.531797,0
15849,73.72537,271.95135,0
2761,21.225128,250.13232,1
6127,248.65248,79.5713,0
5072,177.41994,279.06735,0
12094,65.524574,107.133865,1
7652,257.26428,115.14477,0
3227,73.45254,16.610273,1
17757,128.29114,246.24408,1
19508,187.74171,158.53394,1
1126,30.37667,60.40168,0
19216,229.5796,163.78116,1
9112,290.1419,203.00621,1
4519,249.37802,74.89355,1
113,10.991714,10.904806,1
3326,126.1317,231.03438,1
16579,58.032383,281.70062,0
17014,284.16245,56.783604,0
15440,112.26323,88.99777,1
17667,150.01643,253.67435,1
5415,232.08466,98.36705,0
372,229.21869,222.34511,0
5149,133.49152,282.54327,1
19407,278.8393,287.8231,0
3556,257.04358,104.49703,0
14160,209.99988,69.82575,1
17373,43.584095,154.1854,0
2787,212.84529,192.7615,0
1728,75.45078,23.075455,1
17035,244.3691,169.70354,0
6154,157.25163,213.64305,0
16306,69.29575,71.26868,0
2177,34.710667,250.16316,0
12337,9.12567,83.27099,0
14302,168.02519,288.24524,1
2724,214.47305,42.296234,0
1896,249.3188,54.126842,1
19864,204.30652,288.79507,0
12713,131.18579,84.9684,1
12658,215.20674,251.52998,0
4649,142.6683,149.89822,0
15144,170.76396,289.61642,0
3671,95.36474,56.030735,0
8407,4.407629,196.70447,1
12560,185.69681,201.09946,1
11256,46.60456,206.71785,1
16161,275.16394,10.667549,1
3209,207.36667,110.54752,1
1917,10.555553,246.76341,0
17671,269.72867,166.46681,0
11933,211.47165,102.862495,0
6530,285.22586,62.862247,1
16805,17.886192,38.97834,1
7333,40.568527,85.911354,1
1192,107.10874,8.223211,0
8998,219.49399,38.382877,0
3365,186.67345,43.476215,0
4235,252.0061,237.1093,1
18069,191.1879,257.44968,0
13947,113.53795,119.05616,0
3187,32.584675,230.77315,1
6330,6.5247,100.52179,1
4800,5.7423444,9.5317135,0
2103,84.867004,275.4047,0
6602,90.045845,145.60269,0
1300,33.917187,21.485407,1
8448,245.95868,17.878538,0
10820,97.24322,84.02072,1
13698,5.44416,49.740532,0
9489,15.449603,222.87836,1
12184,283.90588,227.9884,1
13782,95.74327,272.71524,0
15691,187.95938,192.86014,1
8827,201.86711,189.06206,1
3173,177.4007,104.29879,0
11980,70.19157,196.10529,0
6881,85.49967,244.96005,1
18685,273.72742,30.843239,0
1902,64.92707,216.60374,0
1210,54.16897,53.745625,1
1933,112.606346,105.9271,1
6206,52.917713,120.31997,1
10192,105.77702,85.10969,0
5901,85.70205,207.50038,1
19316,281.00275,290.20627,0
10972,164.23228,275.44785,1
10924,19.115156,13.26892,1
5747,53.784645,188.02234,0
6075,158.3926,216.1749,1
14771,59.923584,75.141014,1
5615,53.60774,63.939285,1
18143,95.70431,221.85013,0
1533,232.88344,231.57704,0
5074,198.04843,231.4768,1
9618,14.936787,285.88214,1
6167,185.22296,279.1199,1
3564,37.272274,132.78012,1
929,61.421707,57.138573,0
2374,202.89027,188.70918,1
1305,277.23547,225.52922,1
6285,33.29602,20.915903,0
16550,92.67586,235.06291,0
5804,247.12761,77.79697,0
8075,207.04103,163.46356,0
7830,190.02238,287.08743,0
5059,123.76648,64.69899,1
19029,208.87766,274.57974,0
11352,205.66463,288.0729,1
13465,41.541874,156.77611,1
10667,219.18854,16.97482,1
9894,234.8493,84.44805,1
9049,159.81181,90.619446,0
4500,114.620895,177.94714,0
8536,252.16171,104.76807,1
4864,83.44056,100.41929,0
12227,115.34997,236.00182,1
14717,14.757472,5.855536,1
12370,171.55568,53.38067,1
12495,162.46382,273.32083,1
18458,56.223396,164.34357,0
6584,251.73485,229.64435,0
1756,165.02745,235.65349,1
4435,36.233448,6.052764,1
11540,249.14139,154.42065,0
15148,60.700478,285.29242,1
10548,285.6056,153.02557,1
13733,249.65405,48.076046,0
11240,154.91417,78.11044,1
7771,100.3821,223.61958,0
11506,71.68329,280.84766,1
10738,50.09534,129.03853,0
4627,270.4565,45.32597,1
5263,248.65619,120.92557,1
1321,119.79899,58.635483,0
2352,70.54166,186.18407,0
986,174.03265,132.93188,0
6150,18.93108,170.96297,0
1308,18.135109,148.59564,1
883,222.96103,248.21532,0
19626,259.48788,51.74145,1
13567,176.59088,274.1133,0
2070,54.378117,181.32968,1
2819,125.87808,28.614206,1
15393,110.40848,87.53539,0
7936,19.78312,86.28434,0
5213,59.38327,66.897644,1
15382,203.03448,149.9434,0
2446,243.95132,276.79684,1
9531,281.96716,29.686392,0
15642,193.85463,3.2743397,0
10050,214.32375,195.8438,1
1288,45.038605,157.60483,1
12485,265.34402,21.856642,1
11118,195.6612,227.92366,1
10579,216.81387,216.73463,0
4838,282.95245,228.01555,1
13659,235.76324,169.4388,1
4270,271.90097,185.0985,1
3211,165.35915,126.815544,0
17988,57.85416,6.527549,1
19307,134.26456,15.997326,1
3164,73.25704,52.788933,1
10697,182.23033,24.816511,1
2063,224.61504,48.599056,1
16828,93.86744,206.01093,1
16503,116.43531,43.911243,1
2369,194.9065,159.01381,0
10771,80.64805,68.36245,0
1187,25.13314,151.44363,0
18351,40.297222,289.11035,1
11656,234.55414,31.048283,1
12741,243.93767,277.50266,1
745,138.62854,210.0897,0
2129,236.20471,87.48703,0
18061,245.95314,40.2127,0
3408,101.36225,143.7759,1
5876,244.7703,82.58336,1
4465,283.31302,278.7804,1
6613,32.12795,278.52094,1
4064,146.67206,273.7382,1
17960,7.20274,152.60722,0
9898,181.23915,58.757065,0
6054,152.83627,171.67905,1
11531,247.60191,43.94089,0
8248,63.333954,136.13019,0
17631,132.30443,37.412514,1
15911,267.33344,144.6579,0
15397,226.29602,194.93375,1
12707,199.1413,73.133705,0
9201,53.6871,86.19924,0
17722,258.62125,46.523987,1
14797,246.53351,174.21828,0
5375,163.67952,236.46603,1
12413,82.97828,196.45395,1
5401,276.65442,119.51463,1
13596,29.742231,230.41646,0
17574,188.40804,161.20389,1
7472,58.021812,243.50208,1
16508,179.884,21.604294,0
7362,129.15715,90.01094,0
16779,91.44448,277.29922,0
16709,243.2755,79.601135,0
16349,117.492,210.16003,0
631,73.14526,116.060585,0
12714,39.29271,222.44435,1
17531,284.43906,181.81502,0
17130,60.776844,191.4871,1
13284,114.97783,280.9547,0
2845,146.60568,52.84591,1
17368,57.337326,212.44586,1
18429,265.00797,223.1789,0
9744,40.1282,45.90092,0
10711,146.77577,19.499826,0
14303,86.85006,77.779434,1
1519,38.456314,122.766365,0
4869,170.72276,282.8339,1
1857,65.987755,162.38034,1
8638,112.85581,166.43022,0
11169,125.559204,266.7773,0
16242,259.61243,46.478806,1
5654,88.6095,8.553301,1
18118,125.82428,140.75926,0
17692,208.78304,179.71263,1
4656,190.98434,212.77617,0
15205,41.846043,95.98353,0
6758,131.25418,221.9373,1
1618,174.30212,99.97139,1
8344,253.05115,30.759478,0
6053,128.05058,106.79414,0
12299,19.247372,172.62573,1
5527,168.58601,286.4525,1
12572,41.80597,58.62802,1
6179,170.63647,104.206154,1
17177,175.63034,56.888275,1
17607,126.6026,239.7703,1
9767,112.793076,166.33528,0
3272,115.650856,116.11417,0
2442,250.63876,117.39419,1
10268,87.51796,206.05608,1
15034,272.06442,193.25008,1
3683,162.5216,170.2977,0
9185,176.47395,248.57405,1
2140,169.83664,104.190865,1
966,139.88562,131.65584,1
4384,72.42915,115.5786,1
10771,289.87485,218.88943,0
9983,102.52972,157.13925,0
19263,86.53853,94.78517,0
6991,46.36351,19.302795,0
6148,127.43707,211.5036,1
4796,226.73204,149.74907,0
4075,127.172104,245.75687,0
18727,244.4126,213.6559,0
15718,124.852455,40.581554,0
12642,6.1594396,10.808822,1
16152,291.70282,30.080704,0
4946,62.620205,265.41934,1
2670,41.618515,214.2866,1
13084,162.1577,244.72868,0
12560,230.64702,291.19,1
15686,230.84935,161.8403,1
19954,54.990105,217.70662,1
6211,124.49699,164.50804,0
12072,231.99516,290.21628,1
19311,215.09631,108.344215,1
14170,168.0815,99.185905,1
1880,105.55304,24.63107,0
7395,94.502884,173.9389,0
3903,18.154537,43.19989,1
7765,182.23213,40.95548,0
10731,249.9942,268.07965,1
11856,208.93369,18.345434,0
3022,123.97534,116.60453,1
11172,209.95381,236.14404,0
4288,240.22319,93.65497,1
5497,175.05084,185.33133,0
5490,40.75804,98.27198,0
354,93.10459,175.51039,1
1658,219.5061,50.06003,1
504,247.20062,166.841,1
10640,206.43074,201.27472,1
15013,186.905,47.44922,1
9105,210.77875,145.02841,0
3738,169.61006,282.3701,1
10651,5.356492,180.93596,1
4393,168.27507,151.52399,1
17673,191.44359,27.06445,0
10648,99.24176,204.02673,0
7091,245.75156,246.79279,0
14320,241.00027,119.506325,1
12322,153.34573,21.164286,1
11503,245.44856,18.186514,0
11091,33.003407,84.35365,1
2456,186.7514,226.75433,1
6531,158.49074,227.47621,0
19856,281.44244,65.329346,0
9535,119.62611,251.0775,1
1229,269.59445,158.31303,0
12687,108.78758,255.76572,0
1871,250.17642,224.51027,0
16173,266.09985,40.1804,1
16814,44.88882,273.44373,0
12879,38.099342,290.91122,1
9757,139.17091,26.046911,1
17421,85.832985,165.39804,1
5204,44.82988,51.138584,0
2846,216.93526,7.7782974,0
12640,187.99037,47.9716,0
15304,199.40726,46.8717,1
962,196.36383,255.97627,1
19277,246.66823,21.403723,1
18492,15.185133,112.67591,1
3759,106.298515,165.99365,0
17982,69.67942,76.98799,0
2245,54.901417,32.67339,1
5168,22.06454,259.6456,0
6822,276.87442,174.09164,0
187,77.71172,147.70418,0
7261,230.72429,236.08272,1
5346,106.123276,7.898411,1
16948,83.8593,183.76653,1
2144,174.90727,25.511616,1
5160,81.0639,194.62799,0
9013,211.34258,98.5438,0
9408,111.51641,20.046968,0
7947,272.19864,196.43639,1
17385,214.00017,54.650055,1
7131,131.40738,33.734547,0
12003,253.82744,103.74156,0
10208,283.27307,170.49333,0
1045,181.12587,120.934784,1
2819,3.8141644,19.473614,1
1149,120.774315,80.53759,0
11791,269.94254,73.645195,1
12452,204.02895,276.07864,1
11791,177.17528,247.86543,1
4897,120.62596,149.60062,1
17030,65.71728,101.52611,1
8060,25.989832,14.608203,0
4165,158.5305,76.973625,0
10113,264.45706,251.7797,0
2368,289.98804,146.66414,0
10451,222.01915,60.661694,0
19026,110.23433,226.53108,0
16264,58.19788,221.66965,0
14572,123.135864,117.249245,0
18865,165.83568,167.6325,0
18958,267.555,144.92592,0
17947,235.63483,167.19937,0
7259,119.41606,280.35965,1
15086,243.9043,9.848875,1
3684,235.37367,13.476174,1
18424,271.59827,112.62354,0
16801,25.0616,178.71616,0
1441,198.79028,177.72063,0
832,145.69695,19.700108,1
5355,221.87602,8.801387,0
12082,226.78987,287.04196,1
16437,259.7249,105.149216,1
16896,258.87558,23.991276,1
4736,209.93858,42.343727,1
5988,147.03395,193.39229,0
11471,6.906608,117.65413,1
16839,171.61429,130.16846,0
4135,287.72086,206.54518,0
17922,166.32137,260.70386,0
11916,241.20053,65.127426,0
4390,72.14485,115.20011,0
13988,112.58404,107.00239,1
4518,43.911148,112.980965,0
17346,149.60306,216.03746,0
5490,66.8244,21.265232,1
17759,81.126495,170.18103,0
14142,149.78842,212.07137,1
216,114.289955,49.97708,0
11933,149.69142,208.78067,0
10006,81.172295,123.00707,1
16621,123.68184,102.35858,1
19878,111.32722,70.391884,0
9139,52.77302,155.921,0
12975,40.770966,155.01035,0
11154,77.58245,146.92778,0
652,270.09186,110.87641,0
7200,154.98613,112.97646,1
16038,238.18141,190.22258,0
4438,50.797874,138.90709,1
217,114.23124,50.038742,0
1186,290.8137,244.1152,0
2336,72.673416,100.51828,1
13853,8.347757,196.19931,1
9534,209.44057,19.941095,1
4250,89.20134,197.46231,0
5924,120.87735,17.184345,1
19627,198.59909,174.26042,1
13375,73.37131,212.36159,1
18914,259.18875,212.87166,1
5256,208.17628,252.37204,0
9187,233.95236,84.3274,0
8889,153.04874,72.021126,1
13372,232.9757,123.198944,0
13774,256.8681,112.36151,1
15514,4.4112654,9.703838,0
12546,191.32878,70.003784,1
5043,157.51205,88.2466,0
5169,24.333601,45.996933,0
6423,207.27327,131.33788,1
17547,34.49784,274.21997,1
3023,194.18573,204.48572,1
15444,239.82648,218.2601,1
13451,282.81018,266.50818,1
10688,33.592976,115.10624,0
19342,137.78374,123.67083,0
199,195.13362,235.31503,0
10246,257.7973,236.12216,1
18022,40.98907,227.2033,0
844,174.07832,187.45007,1
5832,87.51574,210.12804,1
12150,137.39796,168.15105,1
8949,285.8255,106.4427,0
443,146.25809,222.31113,0
10538,88.38832,9.278104,1
7209,266.66446,156.63324,1
5749,219.75389,17.997232,1
2721,220.92326,11.106432,0
15895,136.2399,261.66467,1
10967,268.39038,186.8532,0
9128,52.241917,207.39178,0
2316,181.26768,69.55676,1
2330,155.24908,172.65846,0
6517,284.42838,255.54317,1
2720,190.00789,228.27345,0
9038,278.62527,82.49835,0
18573,223.91193,259.45734,0
10220,84.73485,98.77589,0
19663,239.45024,276.6353,1
10248,93.15875,272.6428,0
9050,231.52914,12.159391,0
2568,66.9295,224.4291,1
11081,225.88432,20.323011,0
3885,238.76147,84.01549,0
12370,12.467385,172.51785,0
16671,40.588703,153.29994,1
13046,93.175186,273.88016,0
2465,248.42279,43.30315,1
3075,145.79956,11.965227,1
12355,177.79034,174.28706,0
3314,187.91641,86.55046,1
6971,249.60292,267.81998,1
19817,183.72774,84.417755,0
4555,34.630856,263.43195,1
4897,5.521363,180.19553,1
3200,228.5642,74.98393,1
12660,152.4717,246.5017,0
13917,262.6375,240.47437,0
6974,241.83205,48.673912,1
4140,46.104336,121.00639,1
8032,245.89796,204.71541,0
999,161.9025,242.81938,1
10023,71.68501,279.08557,0
15138,172.47363,290.96414,1
13128,264.78345,166.51028,0
14182,174.83737,282.18335,0
664,272.6536,148.84236,1
15852,52.70789,155.74768,0
1037,71.45961,143.50162,0
5956,103.445496,24.734842,1
10111,4.008515,91.247734,1
19839,230.46336,47.311287,0
4791,222.8348,225.46236,0
5989,98.607086,48.0388,1
7099,270.67767,94.71427,0
2828,254.5403,215.7705,1
7142,161.84781,139.4957,1
3510,119.57464,163.14467,1
19405,150.3918,237.77899,1
13437,107.88752,253.97452,0
1892,248.54828,129.80585,0
13503,290.7638,278.17657,1
19334,290.92563,278.9561,1
2855,278.37582,126.905205,0
3091,144.18362,149.704,0
18162,185.33168,42.252083,0
667,146.22389,5.0857,0
12630,188.27629,48.160225,0
4548,285.55316,255.47014,1
6650,107.53102,69.805214,0
6358,11.668999,282.2507,0
11412,44.394344,82.46822,0
14270,245.18274,189.70781,1
2092,146.37518,55.124214,0
2187,247.2314,249.01653,0
1392,219.59274,234.55518,1
8758,21.981337,201.63313,0
18820,184.68777,223.11896,0
5589,202.62018,113.20781,0
2522,38.399406,171.35889,0
4168,284.83673,255.8883,0
7490,17.571976,79.86103,0
15512,93.10447,239.89641,0
3539,108.205605,12.674223,1
287,211.0252,11.041211,1
5748,229.02776,220.70195,0
4326,196.44987,269.71194,0
17854,35.445587,264.32016,1
6734,124.45998,91.858246,1
13555,48.39386,72.41619,0
18054,153.35347,280.9293,1
3302,92.51919,214.97464,0
16683,250.0793,226.3569,0
11606,179.36357,67.95878,0
10553,271.61566,183.9153,0
17281,215.9783,168.63681,1
3773,177.31702,160.55165,1
15663,14.169691,284.60226,0
14735,65.00972,116.1929,1
10937,36.14623,66.334175,1
3241,15.089435,221.05414,0
6429,102.41699,239.11786,1
3209,185.6288,54.74614,1
10370,22.303467,186.56618,1
19277,32.899536,167.41977,1
16942,161.32289,243.28162,1
9958,142.22792,7.2579746,1
15574,124.33148,240.74287,0
3450,272.93817,144.04918,1
12630,38.340828,190.84462,1
14254,244.75374,286.7687,0
6666,167.37433,147.94075,0
18736,256.88684,102.0324,0
10072,30.102043,261.95493,1
10590,30.954397,13.261856,1
14340,47.520836,205.28012,0
3344,105.7484,230.41919,0
5084,8.625411,225.65878,1
3884,225.89989,144.21611,1
6409,111.1141,88.74464,1
4545,144.09254,11.187104,0
5745,229.67961,221.166,1
12106,203.64598,118.69146,0
11732,94.00641,13.441155,1
18481,71.06028,147.36658,0
6905,86.3673,261.42917,1
4797,158.95523,288.83566,0
15111,104.99288,43.0744,0
9749,234.76198,99.28393,0
13953,30.93055,102.75244,1
110,66.685486,161.92834,0
8798,156.23337,265.76343,0
19985,117.82744,207.87047,1
3375,186.88998,43.444366,1
19617,45.83901,290.10516,1
14641,195.9406,16.892405,1
14670,198.74507,165.32996,1
11546,104.63507,196.54172,1
6119,97.58176,68.652115,0
16623,99.579796,235.93279,0
18909,27.492352,254.19014,0
968,157.3623,235.90714,0
14308,50.454956,178.77788,0
16291,108.842545,104.5859,0
11939,54.64822,113.66487,1
485,116.32508,175.30145,1
11703,277.97418,125.933464,1
13759,75.36426,178.13843,0
14151,287.15326,73.91584,0
8626,126.97905,56.62791,0
11530,100.126976,273.19308,0
15316,214.97423,41.653446,1
542,76.114746,179.18636,1
4391,286.1473,130.0667,1
13915,54.54878,249.72488,0
11596,55.66675,95.16585,1
9563,197.37708,177.014,0
10564,160.14195,79.20339,1
5998,208.78462,178.63562,0
16936,52.484055,126.75004,0
19382,38.807343,226.98473,1
8317,273.2082,108.51555,0
4702,90.24391,95.51311,1
13019,135.77762,48.586514,0
19023,248.02954,218.01247,1
4911,256.35547,169.22026,1
17325,235.61635,135.85739,1
19916,45.909367,186.66545,1
12421,49.85143,264.07104,1
2857,278.46985,126.81598,0
9661,159.80052,53.38639,0
12804,234.27443,100.854965,1
17311,126.03339,239.13495,1
10857,112.565956,279.9593,1
273,118.21745,145.62556,1
7318,237.19466,238.62439,0
3300,126.05193,9.679091,0
16438,50.992596,70.302376,0
9928,41.042377,93.374725,1
10113,248.93013,237.04672,1
729,291.37933,247.93398,0
7415,109.49842,17.934666,0
19172,283.42703,19.966791,1
2537,34.37895,163.47722,1
12459,265.67188,83.73022,1
5433,207.80473,104.72066,1
13422,117.16448,168.27803,1
11747,270.61887,155.50433,1
5859,247.88188,5.2196636,1
19845,107.48623,100.68015,0
18498,97.23034,235.6563,1
13398,4.3909626,79.20904,0
18527,225.13661,27.206678,1
18164,261.2884,48.901527,0
14847,244.9397,41.601196,0
17125,280.61505,221.2858,0
15116,50.35653,178.87952,0
612,199.11409,279.35464,0
1223,115.97206,120.46565,1
1601,94.46385,238.14828,1
13033,135.74997,48.493404,0
3265,89.48349,105.54403,0
10806,101.44602,77.004486,0
19235,276.1078,230.89449,1
14125,51.50332,194.09726,0
12254,221.83243,284.94675,1
1557,212.52939,147.53673,0
19121,133.13261,145.94673,1
17213,28.025993,16.164106,1
18223,239.83723,246.46053,0
17042,284.97748,265.33853,0
4777,160.15938,92.13288,0
2137,236.0061,87.06397,1
14804,245.73659,18.458288,0
10178,263.77112,17.080593,0
16144,135.4695,193.35507,0
18914,197.86723,102.39358,1
18428,59.353294,167.33482,1
5986,147.54291,154.47607,0
17082,111.83179,70.1153,0
11873,164.20914,120.02712,0
416,221.61877,45.84111,1
8972,286.5414,215.17845,0
2259,100.39863,244.59999,1
4013,135.43237,247.17879,1
6712,211.16014,92.49126,0
2208,126.81067,155.32748,1
5496,57.36305,53.449303,0
